PM2.5, PM10, SO2, NO2, CO, O3, U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, 
16.11,16.45,0.91,0.31,0.17,58.3,7.1,-3.34,270.61,51.25,87918.03,41.59,93.57, 
15.41,15.79,0.91,0.31,0.17,58.23,7.38,-2.23,270.85,50.9,87734.89,41.61,93.75, 
14.21,14.6,0.89,0.31,0.17,57.95,7.23,-1.37,271.06,50.32,87513.69,41.62,93.93, 
12.95,13.34,0.88,0.31,0.17,57.64,6.64,-0.57,271.08,50.32,87070.72,41.64,94.11, 
11.91,12.29,0.89,0.31,0.17,57.36,5.91,0.17,270.85,50.8,86317.31,41.65,94.29, 
10.76,11.09,0.87,0.3,0.17,56.92,5.4,0.61,270.53,51.6,85342.88,41.66,94.46, 
7.69,7.94,0.81,0.28,0.16,56.93,4.89,1.11,270.12,53.33,84059.48,41.68,94.64, 
3.58,3.78,0.76,0.25,0.16,57.64,3.87,1.84,269.83,53.64,83078.72,41.69,94.82, 
3.03,3.21,0.73,0.27,0.16,58.87,2.52,1.15,269.47,52.11,82542.25,41.7,95, 
2.98,3.16,0.73,0.32,0.16,59.59,1.49,-0.09,268.8,52.02,81733.06,41.71,95.18, 
3.01,3.18,0.74,0.4,0.16,59.78,1.37,-1.14,268,53.36,80867.77,41.73,95.36, 
3.03,3.2,0.75,0.39,0.16,60.33,1.92,-1.64,267.53,54.41,80396.62,41.74,95.54, 
3.05,3.22,0.75,0.38,0.16,61.37,2.72,-2.03,267.19,55,79957.34,41.75,95.72, 
3.06,3.23,0.76,0.37,0.16,62.69,4.02,-2.58,266.67,56.43,79251.11,41.76,95.9, 
3.12,3.28,0.76,0.34,0.16,64.52,6.01,-3.13,266.11,58,78408.73,41.77,96.08, 
3.2,3.36,0.76,0.3,0.16,66.1,8.77,-3.5,265.93,58.33,77855.43,41.79,96.26, 
3.24,3.39,0.76,0.29,0.16,67.32,11.33,-3.85,266.98,55.15,78523.68,41.8,96.44, 
3.21,3.35,0.76,0.29,0.16,68.02,12.07,-3.99,268.71,50.72,80106.21,41.81,96.62, 
3.2,3.34,0.77,0.3,0.16,68.34,11.53,-3.9,269.86,48.47,81283.72,41.82,96.79, 
3.2,3.34,0.77,0.31,0.16,68.71,11.48,-3.82,270.44,47.51,81882.08,41.83,96.97, 
3.22,3.36,0.77,0.32,0.16,68.89,12.23,-3.95,271,46.01,82420.2,41.84,97.15, 
4.89,5.03,0.77,0.31,0.16,68.87,12.42,-4.54,271.82,43.55,83202.61,41.85,97.33, 
4.87,5,0.76,0.31,0.16,68.18,10.82,-5.42,272.57,41.28,84101.38,41.86,97.51, 
4.66,4.79,0.76,0.31,0.16,67.18,8.57,-5.6,272.45,41.52,84287.84,41.87,97.69, 
4.33,4.46,0.76,0.3,0.16,66.51,8.01,-4.91,271.73,43.43,83647.92,41.88,97.87, 
4.03,4.16,0.75,0.3,0.16,65.42,8.93,-4.42,271.65,43.84,83456.33,41.88,98.05, 
3.85,3.98,0.74,0.31,0.16,64.64,9.79,-4.07,271.98,43.37,83763.98,41.89,98.23, 
3.78,3.91,0.74,0.31,0.16,64.39,10.51,-3.67,272.32,42.9,84074.69,41.9,98.41, 
3.78,3.91,0.74,0.32,0.16,64.06,11.04,-3.55,273.07,41.23,84771.88,41.91,98.59, 
3.74,3.87,0.73,0.33,0.16,63.04,10.74,-3.48,273.92,39.44,85752.08,41.92,98.77, 
3.74,3.87,0.73,0.35,0.16,62.25,10.03,-3.26,274.28,39.04,86583.59,41.92,98.95, 
3.68,3.81,0.73,0.38,0.16,61.5,9.68,-2.99,274.55,38.83,87382.03,41.93,99.13, 
3.7,3.84,0.73,0.42,0.16,60.75,9.66,-2.59,275.15,37.91,88526.44,41.94,99.31, 
3.73,3.87,0.74,0.45,0.16,60.3,9.57,-2.29,275.92,36.49,89813.15,41.95,99.49, 
3.77,3.92,0.74,0.49,0.16,59.64,9.1,-1.84,276.31,35.88,90545.33,41.95,99.67, 
3.78,3.92,0.74,0.54,0.16,58.98,8.3,-1.39,276.26,36.12,90591.76,41.96,99.85, 
3.7,3.86,0.76,0.58,0.16,58.46,7.54,-0.83,276.14,36.46,90447.74,41.97,100.03, 
3.61,3.77,0.79,0.64,0.16,58.01,7,-0.28,276.16,36.51,90466.19,41.97,100.21, 
3.52,3.7,0.85,0.72,0.16,57.55,6.63,0.08,276.22,36.6,90535.69,41.98,100.4, 
3.5,3.7,0.93,0.8,0.16,56.87,6.3,0.28,276.31,36.77,90523.72,41.98,100.58, 
3.49,3.71,1.01,0.83,0.16,56.11,5.93,0.33,276.37,37.23,90530.49,41.99,100.76, 
3.53,3.78,1.09,0.86,0.16,55.28,5.39,0.15,276.23,38.22,90566.21,42,100.94, 
3.74,4.03,1.21,0.96,0.16,54.94,4.7,0.24,275.93,39.38,90610.1,42,101.12, 
3.96,4.3,1.35,0.95,0.16,53.61,4,0.5,275.84,40.57,90641.39,42,101.3, 
5.22,5.63,1.55,1.03,0.17,51.59,3.37,0.89,275.47,42.46,90577.24,42.01,101.48, 
5.56,6.02,1.67,1.09,0.17,50.87,2.95,1.09,275.11,44.42,90484.26,42.01,101.66, 
5.68,6.15,1.73,1.14,0.17,50.66,2.82,1.13,274.8,45.97,90225.05,42.02,101.84, 
5.57,6.05,1.75,1.12,0.17,51.1,3.13,1.8,274.52,46.8,89720.49,42.02,102.02, 
5.54,6.02,1.76,1.16,0.17,51.37,3.54,2.82,274.47,46.82,89157.77,42.03,102.2, 
5.53,6.01,1.78,1.22,0.17,51.23,4.02,3.24,274.26,47.4,88405.48,42.03,102.38, 
5.48,5.96,1.77,1.18,0.17,50.75,4.56,3.18,274.06,47.97,87793.9,42.03,102.56, 
5.42,5.9,1.76,1.12,0.17,50.55,4.28,2.69,273.85,48.97,87748.88,42.04,102.74, 
5.26,5.72,1.7,1.05,0.17,50.76,3.77,2.6,273.74,49.39,87505.56,42.04,102.92, 
6.34,7.18,3.44,1.99,0.18,42.15,7.17,7.5,277.27,44.77,90690.45,42.05,106.17, 
6.66,7.58,3.92,2.32,0.18,43.06,7.24,7.77,278.18,42.17,91119.59,42.05,106.36, 
6.82,7.79,4.25,2.56,0.18,43.84,7.12,7.49,278.39,41.08,90897.8,42.04,106.54, 
7.06,8.11,4.59,2.8,0.19,44.45,7.1,7.16,278.25,40.6,90288.62,42.04,106.72, 
7.54,8.79,4.99,3.15,0.19,44.08,7.04,6.82,277.73,40.97,89279.26,42.04,106.9, 
9.87,12.06,6.67,4.6,0.22,43.38,6.91,7.12,277.14,41.62,88213.93,42.04,107.08, 
13.47,17.04,8.85,6.53,0.27,42.88,6.94,7.89,276.44,42.67,87174.25,42.04,107.26, 
15.29,19.49,9.74,7.31,0.29,43.35,7.09,8.55,275.75,43.9,86371.3,42.03,107.44, 
15.96,20.26,10.01,7.5,0.3,43.55,7.19,9.01,275.29,44.7,86072.06,42.03,107.62, 
16.05,20.37,10.12,7.54,0.3,43.4,6.89,9.26,275.48,43.93,86282.38,42.03,107.8, 
16.92,21.71,10.72,8,0.32,42.04,5.13,9.38,275.61,43.58,86698,42.02,107.98, 
20.11,26.64,13.4,10.27,0.38,38.44,2.98,10.43,274.5,47.5,86792.51,42.02,108.16, 
21.74,28.94,15.53,12.48,0.4,36.7,2.25,11.58,273.54,51.05,86570.49,42.01,108.34, 
21.82,29.2,16.68,14.41,0.41,35.64,2.34,13.42,273.5,50.87,86271.3,42.01,108.52, 
20.97,28.6,16.64,15.65,0.41,35.6,3.06,13.28,273.4,50.88,85530.16,42,108.7, 
20.65,28.73,16.21,17.25,0.41,35.44,4.61,13.75,272.91,52.54,84645.9,42,108.88, 
21.08,30.18,16.87,19.77,0.44,34.67,5.89,13.57,273.02,52.22,84600.23,42,109.06, 
21.87,32.42,18,23.06,0.47,33.54,6.17,12.71,273.51,50.64,85034.67,41.99,109.24, 
23.18,35.66,19.69,27.2,0.52,31.76,6.15,12.28,273.72,49.84,85139.66,41.98,109.42, 
25.16,40.31,22.36,32.3,0.59,29.73,6.18,11.98,273.7,49.8,85012.8,41.98,109.6, 
27.48,45.54,25.54,37.93,0.65,27.49,6.3,11.79,273.54,50.41,84888.42,41.97,109.79, 
28.97,48.98,27.33,41.82,0.69,26.3,6.65,11.44,273.66,50.3,85183.64,41.97,109.97, 
29.79,50.55,27.31,42.86,0.72,26.13,6.58,11.49,273.87,50.08,85707.73,41.96,110.15, 
28.79,48.83,25.73,41.25,0.7,28.06,5.83,10.55,274.01,50.2,86147.02,41.95,110.33, 
27.07,45.7,23.2,38.66,0.66,30.77,5.38,10.14,274.11,50.01,86409.49,41.95,110.51, 
25.71,43.12,20.84,36.25,0.63,33.34,5.82,10.04,274.26,48.97,86276.24,41.94,110.69, 
25.06,41.85,19.24,34.62,0.61,35.2,6.18,9.78,274.76,46.8,86384.17,41.93,110.87, 
25.17,42.04,18.25,33.77,0.61,36.34,5.85,9.37,275,45.76,86343.14,41.92,111.05, 
26.79,45.1,18.17,34.35,0.64,34.26,5.45,9.12,274.72,46.17,85791.56,41.92,111.23, 
30.27,52.24,19.33,37.91,0.73,30.63,4.59,9.1,274.41,47.25,85788.5,41.91,111.41, 
37.02,67.03,24.14,47.34,0.96,24.82,3.56,9.47,273.65,50.73,85987.3,41.9,111.59, 
39.65,72.59,25.82,50.59,1.04,25.04,4.02,9.54,272.52,55.05,85413.71,41.89,111.77, 
38.42,69.85,24.43,48.85,1,27.62,5.64,9.13,272.11,55.83,84682.09,41.88,111.95, 
36.92,66.49,23,46.4,0.94,29.99,7.12,8.49,272.41,53.46,84131.83,41.88,112.13, 
34.96,62.36,21.5,43.38,0.89,32.41,7.72,8.01,272.94,50.43,83916.44,41.87,112.31, 
32.8,58,20.08,39.92,0.83,34.67,7.21,7.63,273.57,48.52,84527.27,41.86,112.49, 
30.9,54.27,18.9,36.5,0.77,36.27,6.21,8.21,273.72,48.72,85409.07,41.85,112.67, 
28.88,50.47,17.88,33.03,0.7,37.61,4.96,7.17,273.51,50.7,85866.71,41.84,112.85, 
28.09,49.02,18.13,30.82,0.68,36.95,4.03,6.14,272.74,53.28,85258.34,41.83,113.03, 
28.07,49.59,19.62,30.09,0.68,35.38,4.1,5.98,272.08,54.61,84274.88,41.82,113.21, 
28.62,52.02,21.68,30.29,0.7,33.62,4.1,6.43,272.09,54.31,84275.76,41.81,113.38, 
30.42,57.89,28.11,32.04,0.75,30.43,3.48,7,272.02,55.46,84846.98,41.8,113.56, 
32.19,63.65,35.07,33.35,0.77,28.58,3.07,6.93,271.63,58.52,85061.41,41.79,113.74, 
34.15,69.32,40.26,34.28,0.79,27.04,3.26,6.93,271.43,60.32,85259.24,41.77,113.92, 
36.66,76.11,42.82,35.67,0.84,25.57,2.99,6.47,271.48,62.88,85870.95,41.76,114.1, 
38.1,79.8,40.33,36.22,0.86,24.83,2.77,6.19,271.29,61.62,86129.58,41.75,114.28, 
38.02,79.05,35.8,35.53,0.85,26.17,3.31,6,271.35,62.27,86057.32,41.74,114.46, 
37.91,77.98,31.48,34.81,0.85,26.63,3.52,6.58,271.62,61.87,86070.13,41.73,114.64, 
37.74,77.52,28.32,34.66,0.86,27.01,3.36,7.04,271.6,59.13,86046.63,41.71,114.82, 
36.86,75,24.91,34.21,0.85,27.53,3.28,7,271.31,57.13,86132.13,41.7,115, 
34.7,67.89,20.88,31.61,0.76,29.61,3.62,6.86,271.23,55.73,86202.38,41.69,115.18, 
33.45,63.3,17.98,29.31,0.71,31.02,4.03,6.37,271.56,53.21,86112.28,41.68,115.36, 
34.46,62.7,15.46,28.75,0.69,30.45,3.67,6.66,271.65,52.52,85909.86,41.66,115.54, 
36.88,64.14,13.39,29.51,0.7,30.26,3.1,7.5,271,55.07,85681.87,41.65,115.71, 
37.18,62.6,12.26,29.42,0.68,31.85,2.95,7.87,270.68,55.11,85383.98,41.64,115.89, 
37.25,61.19,11.46,29.57,0.67,32.34,4.26,7.63,270.25,53.41,84091.05,41.62,116.07, 
38.31,61.78,10.89,30.66,0.69,31.51,4.89,6.39,270.22,52.12,83716.88,41.61,116.25, 
38.94,61.85,10,31.44,0.74,29.38,2.23,4.36,270.17,57.04,86115.93,41.59,116.43, 
39.72,63.59,9.79,32.43,0.79,27.56,0.99,4.38,269.55,61.46,87560.38,41.58,116.61, 
39.34,63.09,9.75,32.84,0.79,27.15,2.77,5.62,269.84,59.89,87582.96,41.56,116.79, 
39.63,64.42,9.67,33.78,0.82,26.24,2.83,4.76,270.65,59.26,89141.55,41.55,116.97, 
39.98,67.34,9.48,35.22,0.87,25.01,1.61,3.22,270.37,62.29,90451,41.53,117.14, 
40.19,71.14,9.26,36.62,0.9,24.45,1.62,3.06,270.4,63.48,90904.59,41.52,117.32, 
42.3,80.57,9.14,37.99,1,22.98,1.07,2.71,271.11,62.06,92482.72,41.5,117.5, 
44.65,90.34,9.58,38.98,1.1,21.73,0.08,2.72,271.23,60.18,92632,41.49,117.68, 
44.77,94.33,10.84,39.57,1.15,21.64,-0.22,2.82,270.82,59.38,91658.62,41.47,117.86, 
42.24,90.02,10.8,37.93,1.12,22.8,-0.64,2.07,270.81,58.69,91844.95,41.46,118.03, 
40.66,86.44,9.9,36.08,1.07,23.91,0.55,2.78,270.04,60.97,90234.3,41.44,118.21, 
40.22,83.42,10.16,35.8,1.05,25.26,3.95,4.15,269.63,61.65,89048.09,41.42,118.39, 
45.82,96.38,11.31,38.06,1.2,24.06,5.31,5.13,271.39,56.21,91621.6,41.41,118.57, 
56.3,117.04,13.24,41.13,1.46,21.68,4.16,6.41,272.43,55.64,93669.63,41.39,118.75, 
58.47,119.19,14.34,41.34,1.51,21.25,3.44,7.32,272.25,57.94,93501.07,41.37,118.92, 
57.6,115.94,15.29,40.99,1.49,21.09,2.85,6.61,272.72,59.17,94558.88,41.35,119.1, 
56.12,112.97,16.43,40.02,1.47,21.35,1.52,5.21,273.27,59.36,96150.32,41.33,119.28, 
51.17,103.39,17,37.23,1.38,23.05,0.76,4.75,272.96,59.51,95922.6,41.32,119.46, 
46.37,93.54,16.84,34.25,1.28,24.58,1.32,4.76,272.71,59.65,95934.75,41.3,119.63, 
43.35,86.8,18.21,33.08,1.23,25.65,1.26,4.29,273.4,56.76,97661.34,41.28,119.81, 
41.19,81.45,19.43,32.29,1.17,26.99,0.12,5.35,273.5,55.7,97391.09,41.26,119.99, 
39.49,76.81,19.35,30.78,1.09,29.16,0.31,5.42,273.01,57.2,96549.8,41.24,120.16, 
38.8,75.18,20.03,30.28,1.04,30.01,0.98,4.55,273.7,54.92,98609.17,41.22,120.34, 
37.98,74.05,23.98,31.07,0.99,30.45,0.5,3.77,274.25,52.73,100051.89,41.2,120.52, 
39.53,78.11,28.74,32.95,1.02,30.26,-0.02,3.28,274.43,51.6,100569.77,41.18,120.7, 
41.34,82.93,37.26,38.31,1.08,28.66,-0.29,2.44,274.84,50.53,101407.62,41.16,120.87, 
43.72,89.39,51.63,44.55,1.17,25.13,-0.35,2.32,275.16,50.86,101717.4,41.14,121.05, 
37.82,75.96,35.79,37.83,0.98,30.78,-0.3,2.64,275.58,50.53,102219.21,41.12,121.23, 
33.67,66.89,25.05,31.25,0.87,34.05,-0.6,3.14,275.92,50.01,102677.34,41.1,121.4, 
31.05,61.46,21.7,28.56,0.82,34.85,-1,3.49,276.07,50.37,102696.23,41.08,121.58, 
30.43,60.36,21.75,28.46,0.83,34.09,-1.23,3.41,276.01,49.43,102678.41,41.06,121.75, 
31.8,63.84,23.63,29.69,0.88,32.74,-1.46,3.39,275.94,47.4,102704.02,41.04,121.93, 
36.72,75.8,29.24,35.93,1.01,29.56,-1.84,3.38,275.78,44.45,102715.62,41.02,122.11, 
39.22,78.5,22.75,34.35,1,30.14,-2,3.24,275.58,41.59,102681.55,41,122.28, 
40.96,82.59,22.18,34.68,1.05,28.55,-1.82,3.06,275.51,39.2,102684.3,40.97,122.46, 
38.5,76.96,19.94,32.46,1.02,28.9,-2.07,3.09,275.66,38.59,102711.29,40.95,122.63, 
31.98,61.17,15.94,27.85,0.89,31.17,-2.93,3.46,275.41,38.47,102268.12,40.93,122.81, 
27.74,50.55,13.46,24.75,0.8,34.3,-3.5,3.85,274.25,39.95,100630.02,40.91,122.99, 
25.28,44.78,11.38,22.05,0.73,36.02,-3.54,3.94,273.12,40.16,99322.48,40.89,123.16, 
25.25,44.45,11.37,21.78,0.75,37.06,-3.34,3.51,272.05,41.39,98174.88,40.86,123.34, 
25.3,43.28,11.8,22.01,0.76,37.8,-2.45,2.49,271.06,42.48,96538.88,40.84,123.51, 
27.39,46.15,12.94,23.43,0.83,36.03,-1.4,1.8,270.6,44.08,96405.09,40.82,123.69, 
30.2,50.64,13.77,24.6,0.9,34.42,-1.07,1.01,271.33,41.76,98430.13,40.79,123.86, 
31.21,51.36,13.39,22.4,0.88,36.65,-1.3,-0.36,272,40.04,99860.2,40.77,124.04, 
32.63,52.31,13.08,21.27,0.9,36.9,-1.67,-0.77,272.11,39.28,99667.26,40.74,124.21, 
32.88,51.2,12.1,20.1,0.89,36.44,-1.89,-0.8,271.99,39.4,99440.8,40.72,124.39, 
34.49,52.74,12.26,21.01,0.93,34.49,-2.03,-0.77,271.86,39.43,99371.85,40.69,124.56, 
35.78,54.18,14.67,24.44,0.99,32.07,-2.07,-1.54,271.8,39.21,99427.98,40.67,124.74, 
33.2,48.56,14.55,23.58,0.89,33.04,-1.9,-2.28,271.91,39.67,99681.14,40.65,124.91, 
20.17,27.48,7.88,12.64,0.52,40.16,-1.67,-2.72,271.95,40.02,99940.47,40.62,125.09, 
0.05,0.06,0.02,0.71,0.19,76.71,15.92,-5.89,257.17,58.38,58092.39,38.65,73.8, 
0.05,0.06,0.02,0.71,0.19,75.65,15.69,-6.32,257.87,55.92,58571.91,38.69,73.97, 
0.15,0.28,0.02,0.72,0.19,76.29,16.51,-5.6,257.64,55.88,58240.91,38.73,74.13, 
0.29,0.57,0.02,0.79,0.19,78.5,16.52,-4.3,258.43,51.39,58495.8,38.77,74.3, 
0.55,1.21,0.03,0.96,0.2,76.43,16.68,-3.27,259.65,46.11,59338.92,38.81,74.46, 
1.05,2.33,0.04,1.3,0.21,77.2,15.61,-4.51,261.82,40.46,61294.11,38.85,74.63, 
2.57,5.35,0.06,2.09,0.24,75.09,14.72,-6.19,262.57,38.58,62418.37,38.88,74.8, 
3.43,6.9,0.08,2.66,0.26,74.35,17.02,-1.98,261.51,41.07,61477.42,38.92,74.96, 
2.59,5.6,0.07,2.44,0.24,75.77,18.48,0.22,265.37,33.62,64125.95,38.96,75.13, 
4.47,14.25,0.14,3.35,0.27,72.72,13.31,-1.03,272.64,25.68,71425.7,39,75.3, 
19.63,48.73,0.57,6.35,0.53,67.62,5.27,-4.11,277.7,24.2,79195.77,39.03,75.47, 
275.48,476.74,7.08,43.89,5.08,55.16,2.85,-6.63,279.47,24.27,83624.79,39.07,75.63, 
381.89,694.93,12.78,63.21,6.88,52.02,5.14,-8.49,280.59,21.93,85857.73,39.11,75.8, 
522.6,949.3,17.97,82.65,9.23,49.21,7.24,-10.25,281.36,19.35,87385.95,39.14,75.97, 
569.65,1053.71,18.55,83.62,10.1,45.27,8.15,-10.25,281.6,17.75,87856.02,39.18,76.14, 
538.52,1010.25,16.37,70.71,9.63,44.75,8,-9.06,281.74,17.17,88105.12,39.22,76.31, 
530.77,991.82,14.6,63.18,9.52,45.03,7.39,-8.17,281.76,16.78,88238.51,39.25,76.47, 
549.04,1022.48,13.73,61.16,9.9,45.72,7.36,-7.98,281.62,16.56,88377.05,39.29,76.64, 
534,970.86,12.23,58.2,9.8,48.18,8.04,-8.02,281.45,16.48,88506.2,39.32,76.81, 
524.84,932.03,9.63,53.72,9.81,50.82,8.6,-7.46,281.28,16.74,88625,39.36,76.98, 
498.74,857.39,7,46.82,9.52,53.32,8.54,-6.92,280.96,17.54,88730.56,39.39,77.15, 
476.42,805.32,5.52,39.95,9.32,55.47,7.97,-6.48,280.58,18.54,88853.8,39.43,77.32, 
442.77,767.94,4.94,31.16,9.26,57.46,7.29,-5.74,280.34,19.21,88958.51,39.46,77.49, 
340.32,616.39,4.48,19.07,8.77,58.98,6.62,-4.64,280.15,19.4,89008.48,39.5,77.65, 
194.32,359.13,3.7,7.78,5.78,62.54,5.89,-3.87,279.97,19.46,89059.05,39.53,77.82, 
83.24,140.87,3.05,3.05,2.77,69.64,5.23,-3.82,279.76,19.66,89134.48,39.57,77.99, 
38.94,47.29,2.69,2.02,0.33,70.52,5.05,-4.29,279.47,20.23,89225.84,39.6,78.16, 
37.43,45.42,2.55,1.95,0.31,69.79,5.67,-4.66,279.18,20.98,89322.51,39.63,78.33, 
39.33,40.26,2.21,1.51,0.21,70.66,6.38,-4.62,278.9,21.52,89461.87,39.67,78.5, 
50.41,51.52,2.24,1.54,0.22,69.6,6.9,-4.41,278.37,22.49,89313.81,39.7,78.67, 
64.18,65.34,2.19,1.47,0.22,68.86,7.61,-4.07,277.89,23.48,89052.66,39.73,78.84, 
79.69,81.05,2.27,1.51,0.23,67.99,7.73,-3.54,278.03,23.58,89333.92,39.77,79.01, 
96.97,98.95,2.45,1.6,0.25,66.9,6.85,-2.52,278.15,23.98,89665.38,39.8,79.18, 
112.83,116.04,2.24,1.45,0.27,65.82,5.9,-1.28,277.86,25.28,89722.25,39.83,79.35, 
129.95,135.47,2.12,1.35,0.29,64.91,4.6,-0.23,277.5,27.08,89801.52,39.86,79.53, 
144.74,154.57,2.06,1.3,0.32,64.78,2.95,0.8,277.03,28.24,89889.1,39.89,79.7, 
156.96,169.2,2.05,1.28,0.36,64.61,2.31,0.58,276.6,27.59,89893.58,39.93,79.87, 
174.96,190.66,2.03,1.29,0.41,64.08,2.66,-0.36,276.39,26.57,89843,39.96,80.04, 
217.62,237.14,1.93,1.31,0.46,64.05,3.25,-1.29,276.42,25.83,89878.92,39.99,80.21, 
254.65,274.96,1.84,1.33,0.48,64.32,3.8,-1.97,276.44,24.67,89993.95,40.02,80.38, 
285.13,304.98,1.77,1.36,0.49,65.09,4.1,-2.48,276.4,23.9,90096.39,40.05,80.55, 
307.22,326.57,1.73,1.36,0.5,65.74,4.09,-2.78,276.28,23.48,90153.53,40.08,80.72, 
318.6,337.21,1.68,1.27,0.49,66.16,3.74,-2.7,276.06,23.57,90168.38,40.11,80.9, 
315.29,330.86,1.62,1.15,0.47,66.51,3.3,-2.35,275.83,23.86,90205.61,40.14,81.07, 
303.44,317.42,1.57,1.04,0.43,66.79,2.91,-1.91,275.6,24.1,90259.55,40.17,81.24, 
281.98,294.19,1.53,0.94,0.38,67.23,2.74,-1.6,275.44,24.07,90289.07,40.2,81.41, 
275.86,284.94,1.47,0.85,0.31,67.73,2.8,-1.18,275.28,24.38,90313.88,40.23,81.58, 
263.21,269.58,1.45,0.78,0.25,67.45,2.66,-0.73,275.12,24.9,90339.62,40.26,81.76, 
246.75,250.1,1.44,0.67,0.22,66.63,2.24,-0.37,274.95,25.72,90403.17,40.29,81.93, 
232.21,233.6,1.4,0.57,0.2,65.62,1.54,-0.1,274.86,26.76,90519.24,40.32,82.1, 
217.72,218.56,1.37,0.51,0.19,64.76,0.58,-0.42,274.81,27.35,90655.73,40.35,82.28, 
181.18,181.84,1.37,0.5,0.19,63.88,0.01,-1.29,274.68,27.97,90763.67,40.38,82.45, 
146.9,147.49,1.39,0.5,0.18,63.2,-0.2,-2.25,274.59,28.43,90844.11,40.4,82.62, 
132.88,133.35,1.37,0.51,0.18,64.3,-0.38,-3.58,274.38,28.34,90953.94,40.43,82.79, 
140.2,140.63,1.33,0.53,0.17,65.85,0.04,-5.07,274.23,27.35,91062.59,40.46,82.97, 
130.3,130.7,1.3,0.54,0.17,66.39,1.05,-5.53,274.2,27.06,91110.14,40.49,83.14, 
154.77,155.14,1.15,0.46,0.17,66.41,2.04,-5.47,274.31,27.05,91125.35,40.52,83.31, 
135.16,135.51,1.07,0.41,0.17,65.21,2.47,-4.74,274.48,27.25,91142.73,40.54,83.49, 
101.7,102.05,1.03,0.38,0.17,63.3,2.25,-3.38,274.61,27.7,91130.41,40.57,83.66, 
82.71,83.05,0.98,0.34,0.17,62.89,1.9,-2.98,274.71,27.93,91145.8,40.6,83.84, 
63.07,63.38,0.89,0.32,0.17,63.69,1.81,-2.37,274.8,27.42,91246.84,40.62,84.01, 
34.08,34.36,0.83,0.35,0.17,64.71,1.33,-1.34,274.83,27.31,91339.85,40.65,84.18, 
16.99,17.31,0.76,0.41,0.17,66.96,0.32,-1.59,274.44,26.27,91408.15,40.68,84.36, 
19.96,20.29,0.71,0.38,0.17,67.57,-0.03,-2.87,274.1,25.48,91450.84,40.7,84.53, 
23.23,23.63,0.65,0.33,0.17,68.05,0.59,-3.52,273.96,25.67,91432.62,40.73,84.71, 
23.69,24.33,0.62,0.31,0.17,68.46,1.39,-3.49,274.01,26.07,91487.84,40.75,84.88, 
20.68,21.76,0.59,0.32,0.17,68.51,2.08,-3.89,274.19,25.63,91662.26,40.78,85.06, 
11.13,13.2,0.6,0.35,0.17,67.91,2.65,-3.67,274.27,26.33,91788.77,40.8,85.23, 
9.61,13.88,0.66,0.47,0.18,65.98,2.85,-3.07,274.27,28.22,91812.84,40.83,85.41, 
10.65,19.33,0.89,0.85,0.19,62.33,2.52,-1.27,274.25,32.87,91800.53,40.85,85.58, 
10.6,21.5,1.09,1.22,0.2,59.73,1.25,0.17,274.06,37.68,91827.6,40.88,85.76, 
9.59,19.68,1.09,1.27,0.2,59.19,-0.13,-0.07,273.6,38.85,91825.31,40.9,85.93, 
8.7,18.98,1.09,1.35,0.2,58.96,-0.7,-0.94,273.15,39.83,91761.47,40.92,86.11, 
9.21,20.43,1.12,1.5,0.2,59.59,-0.71,-2.22,272.85,40.42,91773.56,40.95,86.28, 
10.01,20.56,1.03,1.59,0.21,60.26,-0.55,-3.51,272.96,40.29,91812.16,40.97,86.46, 
9,19.48,0.94,1.63,0.21,61.32,-0.46,-4.43,272.65,41.01,91852.78,40.99,86.63, 
9.38,21.43,0.97,1.62,0.2,62.65,-0.57,-4.75,272.58,41.57,91916.55,41.02,86.81, 
10.41,23.76,1.24,1.97,0.21,63.66,-0.78,-3.82,272.65,42.77,91992.18,41.04,86.98, 
11.3,24.6,1.56,2.18,0.21,63.54,-0.9,-3.19,272.96,43.69,92138.89,41.06,87.16, 
11.45,23.04,1.74,2.04,0.2,63.75,-1.02,-3.46,273.55,43.66,91899.75,41.09,87.34, 
10.26,18.3,1.75,1.57,0.19,63.77,-1.16,-4.31,273.5,44.48,90786.13,41.11,87.51, 
9.26,14.06,1.73,1.28,0.18,63.7,-1.09,-4.96,272.62,47.55,89023.94,41.13,87.69, 
8.72,11.24,1.73,1.2,0.17,63.24,-0.76,-5.65,270.98,51.41,86754.34,41.15,87.86, 
8.6,9.79,1.73,1.15,0.17,62.61,0.28,-6.2,269.26,55.21,84555.23,41.17,88.04, 
9.22,9.93,1.77,1.14,0.17,61.96,1.86,-6.69,268.77,55.95,84003.96,41.19,88.22, 
10.79,11.37,1.78,1.14,0.16,62.34,2.56,-6.81,269.54,54.18,85218.19,41.21,88.39, 
13.91,14.19,1.83,1.1,0.16,62.37,2.13,-6.73,270.44,52.36,86774.32,41.24,88.57, 
19.07,19.35,1.84,1.07,0.16,62.28,0.47,-6.12,270.76,51.67,88076.46,41.26,88.75, 
21.92,22.2,1.83,1.01,0.16,62,-2.29,-6.65,269.9,52.57,88453.27,41.28,88.92, 
21.65,21.91,1.8,0.93,0.16,63.12,-3.37,-7.63,268.75,54.57,87079.3,41.3,89.1, 
19.86,20.12,1.75,0.89,0.16,62.87,-1.17,-6.91,267.23,58.65,84864.73,41.32,89.28, 
